laboratory_test,first_test,second_test,days_missing,hours_studied,first_exam,passed_last_exam
6,0.29,0.4,36,156,4.7,0
6,0.32,0.26,32,180,5.1,1
6,0.32,0.26,32,180,5.1,1
6,0.58,0.3,30,123,3.8,0
6,0.19,0.41,51,169,5.7,1
6,0.2,0.41,50,166,5.8,1
6,0.32,0.34,14,67,4.7,0
6,0.31,0.58,36,114,6,1
6,0.44,0.37,46,201,6.5,0
6,0.34,0.3,51,196,4.9,0
6,0.28,0.33,51,190,5.1,1
6,0.28,0.22,26,157,6.4,1
6,0.33,0.27,34,175,5.4,1
6,0.17,0.5,27,122,4.5,1
6,0.41,0,36,87,6.7,1
6,0.41,0,36,87,6.7,1
6,0.29,0.21,42,168,4.3,1
6,0.33,0.27,30,134,4.2,1
6,0.31,0.26,36,148,4.1,1
6,0.36,0.27,16,100,7.1,1
6,0.28,0.6,42,127,4.4,1
6,0.25,0.34,34,134,3.8,1
6,0.24,0.35,36,135,3.7,0
6,0.125,0.25,10,69,5.9,1
6,0.1,0.24,15,65,6.1,1
6,0.24,0.35,36,135,3.7,0
6,0.25,0.34,34,134,3.8,1
6,0.28,0.44,35,137,3.6,1
6,0.34,0.23,37,143,6.5,1
6,0.28,0.35,55,195,5,1
6,0.32,0.35,34,101,6,1
6,0.24,0.34,37,135,3.9,0
6,0.23,0.3,16,91,4,1
6,0.28,0.34,30,133,4.4,0
6,0.23,0.3,16,91,4,1
6,0.23,0.33,15,105,4.2,1
6,0.18,0.35,49,141,8.5,1
6,0.26,0.42,30,140,4.7,1
6,0.19,0.41,75,155,4.4,1
6,0.12,0.36,47,146,7.4,1
6,0.36,0.33,24,169,7.8,1
6,0.24,0.34,43,161,5.9,1
6,0.24,0.32,54,162,5,1
6,0.15,0.3,40,127,3.9,1
6,0.16,0.4,18,102,4.2,1
6,0.26,0.32,29,113,7.1,1
6,0.18,0.27,40,143,6.2,1
6,0.33,0.21,39,148,4.5,1
6,0.33,0.21,39,148,4.5,1
6,0.905,0.19,17,204,5.6,0
6,0.31,0.28,12,119,5.1,1
6,0.31,0.28,12,119,5.1,1
6,0.36,0.39,20,125,3.9,1
6,0.39,0.35,82.5,260,6.6,0
6,0.21,0.32,29,140,4.6,1
6,0.36,0.32,13,66,4.6,0
6,0.55,0.15,19,125,4.7,1
6,0.37,0.51,62,163,4.4,0
6,0.27,0.12,87,168,4.1,0
6,0.2,0.4,35,107,5,1
6,0.19,0.42,32,83,4.1,1
6,0.2,0.4,35,107,5,1
6,0.37,0.51,62,163,4.4,0
6,0.35,0.07,22,108,5.2,0
6,0.22,0.31,33,170,6.6,1
6,0.27,0.12,87,168,4.1,0
6,0.49,0.24,13,125,5.1,0
6,0.14,0.39,26,116,5.3,1
6,0.26,0.22,57,210,4.7,0
6,0.23,0.38,47,162,5.2,1
6,0.29,0.5,48,194,4.5,0
6,0.29,0.5,48,194,4.5,0
6,0.34,0.1,19,84,3.8,0
6,0.2,0.37,24,97,4.9,1
6,0.28,0.32,23,218.5,6,0
6,0.16,0.32,49,186,6.4,1
6,0.35,0.04,23,108,5.4,0
6,0.22,0.37,24,102,5.9,1
6,0.38,0.2,25,137,6.9,1
6,0.25,0.28,54,126,6.5,1
6,0.52,0.44,54,245,5.4,1
6,0.24,0.36,40,139,3.3,1
6,0.41,0.24,24,113,5.3,1
6,0.41,0.24,24,113,5.3,1
6,0.28,0.29,34,127,5.6,1
6,0.2,0.25,34,128,4.4,0
6,0.27,0.27,32,113,5.1,1
6,0.28,0.29,34,127,5.6,1
6,0.41,0.24,24,113,5.3,1
6,0.23,0.31,11,82,4,1
6,0.37,0.32,31,218.5,7.2,1
6,0.43,0.35,83,249,5,0
6,0.32,0.21,15,68,3.9,1
6,0.21,0.58,34,126,4.6,0
6,0.32,0.21,15,68,3.9,1
6,0.38,0.34,34,200,7.6,0
6,0.24,0.29,19,86,4.5,1
6,0.22,0.33,67,164,5.6,1
6,0.47,0.34,31,172,6,0
6,0.47,0.34,31,172,6,0
6,0.37,0.3,79,200,5.8,0
6,0.18,0.38,36,117,5.4,1
6,0.16,0.37,43,117,5.1,1
6,0.34,0.28,32,90,4.2,1
6,0.19,0.28,28,158,6.4,1
6,0.2,0.38,27,103,5.8,1
6,0.23,0.32,43,147,5.4,1
6,0.19,0.58,51,164,4.8,1
6,0.3,0.3,8,210,6.2,1
6,0.3,0.29,8,210,6.2,0
6,0.24,0.27,40,170,5.4,1
6,0.24,0.27,40,170,5.4,1
6,0.27,0.12,62,138,4.2,1
6,0.31,0.26,28,167,4.7,1
6,0.18,0.37,47,154,4.5,0
6,0.25,0.4,22,101,3.9,1
6,0.28,0.22,32,116,4.4,1
6,0.1,0.35,31,103,7.9,1
6,0.18,0.48,64,150,4,0
6,0.24,0.3,22,61,5.4,0
6,0.25,0.24,41,211,6.7,1
6,0.31,0.31,10,175,5.5,0
6,0.24,0.41,29,148,6.2,1
6,0.28,0.17,49,162,5.1,1
6,0.16,0.22,41,149,5.8,1
6,0.26,0.24,38,172,6.4,1
6,0.18,0.31,30,127,5,1
6,0.41,0.24,16,137,5,1
6,0.21,0.42,31,150,7.4,1
6,0.51,0.3,38,165,4.2,0
6,0.26,0.5,59,153,6.1,0
6,0.26,0.51,61,154,6,1
6,0.28,0.27,44,179,6.9,1
6,0.28,0.29,26,107,4.1,1
6,0.34,0.54,44,181,5.6,0
6,0.28,0.29,26,107,4.1,1
6,0.38,0.26,42,134,3.8,1
6,0.25,0.3,32,134,5.1,1
6,0.32,0.25,37,136,5,1
6,0.28,0.27,42,121,4.9,1
6,0.41,0.33,28,152,5.2,0
6,0.45,0.07,10,131,2.8,0
6,0.475,0.06,9,131,2.9,0
6,0.27,0.38,7,140,5,1
6,0.41,0.33,28,152,5.2,0
6,0.19,0.4,14,55,6.8,1
6,0.3,0.35,36,160,5.4,1
6,0.45,0.07,10,131,2.8,0
6,0.475,0.06,9,131,2.9,0
6,0.26,0.49,34,134,6.1,1
6,0.26,0.49,34,134,6.1,1
6,0.28,0.25,48,161,4.8,0
6,0.36,0.28,29,119,6.5,1
6,0.46,0.41,59,222,5.8,0
6,0.26,0.43,50,171,5,0
6,0.36,0.06,27,128,5.5,0
6,0.24,0.29,49,130,4.6,1
6,0.24,0.33,16,131,6.4,1
6,0.29,0.2,45,187,4.2,0
6,0.17,0.28,46,150,4.9,1
6,0.17,0.28,39,133,4.6,1
6,0.28,0.25,34,189,4.3,0
6,0.21,0.33,68,179,5,1
6,0.24,0.28,34,163,4.5,0
6,0.24,0.29,32,166,4.5,0
6,0.26,0.25,44,166,4.1,0
6,0.33,0.72,7,151,5.7,0
6,0.32,0.12,34,190,7.2,0
6,0.21,0.37,70,138,7.5,1
6,0.27,0.25,41,188,4,0
6,0.29,0.16,122.5,234.5,4.7,0
6,0.25,0.34,47,133,5,1
6,0.22,0.37,38,195,7.2,1
6,0.14,0.25,37,173,4.6,1
6,0.24,0.5,60,211,5.7,0
6,0.28,0.36,22,101,5.7,1
6,0.31,0.3,18,130,6.3,1
6,0.32,0.5,57,206,6,0
6,0.28,0.25,44,201,4,1
6,0.28,0.14,64,159,3.9,0
6,0.34,0.69,12,171,4.7,0
6,0.27,0.32,61,174,4.8,0
6,0.36,0.26,54,201,4.6,0
6,0.22,0.35,21,114,5.3,1
6,0.67,0.3,22,193,6.7,0
6,0.17,0.37,34,125,6,1
6,0.2,0.34,25,136,6,0
6,0.36,0.16,36,198,6.2,1
6,0.36,0.16,36,191,6.2,0
6,0.34,0.28,49,198,4.6,0
6,0.19,0.34,22,94,5.7,1
6,0.38,0.18,20,84,4.5,0
6,0.33,0.28,30,110,4.2,1
6,0.31,0.21,50,218,6,0
6,0.47,0.21,13,98,4.6,0
6,0.25,0.24,51,172,4.5,0
6,0.31,0.39,57,213,4.3,0
6,0.39,0.26,39,187,5,1
6,0.21,0.27,41,150,7.1,1
6,0.21,0.27,41,150,7.1,1
6,0.29,0.44,62,178,4.5,0
6,0.3,0.44,15,182,5.2,0
6,0.31,0.34,23,128,4.7,1
6,0.33,0.31,29,89,4.4,1
6,0.39,0.21,35,136,4.6,0
6,0.24,0.31,41,114,6.6,1
6,0.16,0.31,42,157,4.7,0
6,0.33,0.27,12,188,6.2,0
6,0.23,0.33,25,139,5.6,1
6,0.25,0.48,78,240,4.7,1
6,0.25,0.3,40,183,5,1
6,0.38,0.25,28,191,6.1,0
6,0.25,0.3,15,129,4.9,1
6,0.25,0.3,40,183,5,1
6,0.38,0.25,28,191,6.1,0
6,0.25,0.3,15,129,4.9,1
6,0.39,0.4,5,19,3.7,0
6,0.18,0.38,44,176,5.4,1
6,0.2,0.5,78,167,5.5,1
6,0.2,0.42,83,160,5,1
6,0.22,0.37,68,178,8.5,1
6,0.18,0.38,44,176,5.4,1
6,0.24,0.49,55,247,5.6,0
6,0.3,0.28,36,168,6.9,1
6,0.5,0.63,81,238,4.4,0
6,0.2,0.36,7,46,6,1
6,0.11,0.34,41,113,4,1
6,0.11,0.34,41,113,4,1
6,0.12,0.31,29,120,4.6,1
6,0.16,0.57,58,140,3.9,1
6,0.21,0.6,61,144,3.9,1
6,0.27,0.3,49,172,4.5,0
6,0.225,0.48,29,104,5.8,1
6,0.22,0.37,59,178,8.2,1
6,0.395,0,7,55,3.8,0
6,0.22,0.37,59,178,8.2,1
6,0.46,0.08,34,144,5.6,0
6,0.24,0.33,47,153,7.7,1
6,0.18,0.31,14,75,5.8,1
6,0.28,0.49,61,222,4.7,0
6,0.39,0.35,57,220,5.3,0
6,0.21,0.31,46,165,4.4,1
6,0.31,0.26,57,205,4.1,0
6,0.29,0.26,55,204,4.1,1
6,0.39,0.17,65,246,3.8,1
6,0.3,0.26,57,206,4.3,1
6,0.28,0.49,61,222,4.7,0
6,0.41,0.05,17,120,5.6,1
6,0.35,0.28,9,160,5,1
6,0.26,0.32,44,166,4.6,1
6,0.3,0.17,24,125,4.6,0
6,0.56,0.22,27,133,5.1,0
6,0.3,0.17,24,125,4.6,0
6,0.56,0.22,27,133,5.1,0
6,0.36,0.29,24,85,6.1,1
6,0.18,0.21,34,104,4.3,0
6,0.19,0.23,36,117,4.3,1
6,0.25,0.38,24,155,5.9,1
6,0.25,0.34,27,82,4.4,1
6,0.19,0.35,33,101,5.4,1
6,0.22,0.37,62,153,4,0
6,0.2,0.24,30,105,4.7,1
6,0.19,0.35,33,101,5.4,1
6,0.18,0.36,40,117,9.5,1
6,0.18,0.36,40,117,9.5,1
6,0.22,0.39,60,149,5.4,1
6,0.3,0.3,60,166,4.7,0
6,0.28,0.33,24,111,5,1
6,0.27,0.33,26,117,3,1
6,0.18,0.36,40,117,9.5,1
6,0.45,0.65,11,159,4.8,0
6,0.26,0.21,24,125,3.4,1
6,0.36,0.34,57,119,3.6,1
6,0.28,0.34,33,104,3.8,1
6,0.16,0.54,37,110,3.7,1
6,0.12,0.36,18,111,8.2,1
6,0.23,0.29,38,236,5.2,1
6,0.34,0.27,20,105,6.7,1
6,0.3,0.32,34,90,6.8,1
6,0.3,0.32,34,90,6.8,1
6,0.18,0.28,52,242,5.3,1
6,0.26,0.29,13,67,4.9,1
6,0.18,0.28,52,242,5.3,1
6,0.2,0.38,30,145,5.6,1
6,0.28,0.35,63,229,4,0
6,0.21,0.28,49,159,4.7,1
6,0.33,0.2,24,144,6.3,0
6,0.33,0.19,22,143,6.3,0
6,0.34,0.19,22,145,6.3,0
6,0.26,0.27,69,215,4.3,1
6,0.27,0.23,13,100,4.3,0
6,0.25,0.33,52,173,4.8,1
6,0.25,0.35,47,179,4.7,0
6,0.36,0.58,42,115,5.1,0
6,0.26,0.43,64,230,3.8,0
6,0.26,0.28,80,225,4.1,1
6,0.28,0.43,64,233,3.8,0
6,0.27,0.44,61,230,4,0
6,0.43,0.32,10,67,4.1,0
6,0.36,0.58,42,115,5.1,0
6,0.35,0.29,56,244,5.5,1
6,0.34,0.28,40,197,6,0
6,0.27,0.46,61,212,5.3,1
6,0.48,0.36,31,135,3.8,1
6,0.18,0.33,16,131,4.4,1
6,0.15,0.29,28,105,4.4,1
6,0.705,0.25,10,57,5.2,0
6,0.17,0.33,14,99,5.5,1
6,0.23,0.32,25,79,5.4,1
6,0.2,0.32,25,78,5.4,1
6,0.19,0.25,23,112,5.1,1
6,0.34,0.28,43,188,3.7,1
6,0.22,0.35,38,153,4.2,1
6,0.08,0.33,23,93,7,1
6,0.27,0.19,24,110,4.7,1
6,0.22,0.35,38,153,4.2,1
6,0.08,0.33,23,93,7,1
6,0.13,0.3,47,131,4.5,1
6,0.14,0.33,53,189,4.9,0
6,0.2,0.71,10,54,4.7,0
6,0.19,0.71,9,55,4.6,1
6,0.19,0.33,63,149,5.2,0
6,0.41,0.21,29,122,5.2,1
6,0.19,0.33,63,149,5.2,0
6,0.25,0.27,75,217,3.9,0
6,0.26,0.34,6,29,6.3,0
6,0.24,0.27,33,152,4.7,1
6,0.28,0.41,61,216,4.6,0
6,0.28,0.43,60,221,4.5,1
6,0.24,0.39,18,136,4.8,1
6,0.18,0.28,18,91,6.4,1
6,0.22,0.37,45,199,5.5,1
6,0.25,0.47,62,210,5,0
6,0.16,0.27,63,162,4.3,0
6,0.37,0.47,44,136,8.8,0
6,0.19,0.32,54,188,3.7,1
6,0.34,0.74,23,185,7,1
6,0.15,0.46,38,123,5.1,1
6,0.14,0.44,47,140,5.1,1
6,0.6,0.44,50,245,5.7,0
6,0.34,0.29,45,232,6.2,1
6,0.19,0.1,23,107,4.5,0
6,0.37,0.36,36,116,6.2,1
6,0.21,0.81,52,123,3.9,1
6,0.26,0.26,35.5,216,6.8,0
6,0.26,0.26,36,202,6.7,0
6,0.3,0.51,62,172,4.5,1
6,0.2,0.36,38,147,5.6,1
6,0.55,0.45,27,186,5,1
6,0.4,0.19,28,124,5.4,1
6,0.26,0.34,56,197,4.2,0
6,0.34,0.29,29,227,5.3,1
6,0.15,0.33,31,118,3.9,1
6,0.27,0.25,52,155,3.8,1
6,0.27,0.25,52,155,3.8,1
6,0.23,0.21,29,142,3.3,1
6,0.28,0.26,44,139,3.7,1
6,0.23,0.21,29,142,3.3,1
6,0.29,0.25,32,120,3.4,1
6,0.27,0.25,52,155,3.8,1
6,0.17,0.42,45,107,4.3,1
6,0.16,0.4,59,148,5.3,0
6,0.29,0.27,13,76,5.1,1
6,0.22,0.34,55,177,4.4,1
6,0.52,0.17,5,26,3.2,0
6,0.5,0.16,26,138,3.3,0
6,0.105,0.32,34,106,4.5,1
6,0.4,0.3,30,117,4.8,1
6,0.25,0.39,40,89,4,1
6,0.55,0.45,33,182,4.6,1
6,0.115,0.29,73,166,2.5,1
6,0.125,0.29,24,99,3.2,1
6,0.2,0.28,36,159,4.3,1
6,0.23,0.34,24,128,5.2,1
6,0.39,0.31,28,162,5.4,0
6,0.25,0.34,30,161,4.7,1
6,0.26,0.42,70,178,4,1
6,0.31,0.37,70,170,4,1
6,0.32,0.18,71,223,4.1,0
6,0.25,0.23,61,220,3.5,0
6,0.32,0.17,69,219,4,0
6,0.32,0.18,71,223,4.1,0
6,0.6,0,24,79,3.8,0
6,0.25,0.41,29,151,6,1
6,0.24,0.32,34,129,4.1,0
6,0.45,0.27,13,82,3.2,0
6,0.25,0.41,57,173,4.4,0
6,0.32,0.35,29,198,5,1
6,0.25,0.29,19,189,5.4,1
6,0.26,0.3,33,134,4.7,1
6,0.41,0.64,65,225,5.1,0
6,0.21,0.38,40,104,4,1
6,0.25,0.26,36,135,7.2,1
6,0.37,0.22,36,216,6,1
6,0.25,0.26,36,135,7.2,1
6,0.18,0.37,37,93,4.5,1
6,0.3,0.38,35,192,3.7,0
6,0.3,0.38,35,192,3.7,0
6,0.21,0.4,48,134,4.9,1
6,0.23,0.33,15.5,217.5,4.4,1
6,0.32,0.37,19,87,5.3,1
6,0.18,0.38,20,110,4.2,0
6,0.32,0.37,19,87,5.3,1
6,0.26,0.22,23,131,3.2,0
6,0.22,0.34,29,104,5.7,1
6,0.17,0.27,88,223,3.5,1
6,0.29,0.16,65,212,3.9,1
6,0.21,0.38,64,245,3.6,1
6,0.23,0.3,63,236,3.4,1
6,0.31,0.34,36,174,6.2,1
6,0.22,0.27,20,132,4.6,1
6,0.27,0.3,14,153,6.2,1
6,0.16,0.29,40,147,4.4,1
6,0.16,0.3,15,78,4.4,1
6,0.17,0.3,14,79,5.4,1
6,0.39,0.22,10,102,8.7,0
6,0.41,0.22,10,102,8.6,0
6,0.2,0.4,51,176,2.7,0
6,0.24,0.4,34,105,4.9,1
6,0.23,0.22,37,116,5,1
6,0.31,0.4,46,169,4.6,1
6,0.15,0.31,25,96,5.1,1
6,0.25,0.53,59,234,4.2,0
6,0.2,0.26,40,161,6.6,0
6,0.16,0.35,21,182,6.2,1
6,0.22,0.72,33,168,3.6,1
6,0.26,0.33,44,167,4.4,1
6,0.15,0.32,24,110,4,1
6,0.18,0.3,40,251,5.2,0
6,0.18,0.3,40,251,5.2,0
6,0.25,0.31,52,181,4.7,1
6,0.37,0.33,40,130,3.9,1
6,0.18,0.3,40,251,5.2,0
6,0.29,0.4,43,167,4.4,1
6,0.35,0.32,35,103,4.6,1
6,0.19,0.32,31,132,5.4,1
6,0.12,0.26,56,158,3.7,1
6,0.13,0.28,56,189.5,4.3,1
6,0.25,0.33,42,115,4.8,1
6,0.32,0.16,15,96,3.8,0
6,0.13,0.28,35,140,3.3,1
6,0.23,0.34,24,121,3.8,1
6,0.3,0.32,30,130,4.1,1
6,0.27,0.41,6,134,6.9,1
6,0.28,0.41,10,136,7.1,1
6,0.28,0.3,46,132,3.8,1
6,0.46,0.2,5,126,4.2,1
6,0.38,0.32,36,152,3.5,1
6,0.56,0.16,28,92,3.5,1
6,0.23,0.4,5,133,7,1
6,0.33,0.29,26,138,6.4,0
6,0.42,0.33,15,85,5.1,1
6,0.16,0.47,23,81,4.2,1
6,0.42,0.33,15,85,5.1,1
6,0.19,0.33,27,98,4.6,1
6,0.67,0.48,57,222,5.2,1
6,0.39,0.24,9,117,3.5,0
6,0.3,0.33,26,155,7.9,1
6,0.23,0.26,16,128,6,1
6,0.35,0.74,18,132,5.5,0
6,0.18,0.49,17,90,3.7,1
6,0.22,0.49,26,128,3.5,1
6,0.22,0.49,18,87,4.6,0
6,0.22,0.49,18,87,4.6,0
6,0.36,0.49,16,94,4.9,1
6,0.23,0.24,19,94,5,0
6,0.23,0.49,67,210,3.4,0
6,0.25,0.49,67,226,4.7,0
6,0.27,0.49,35,92,4.2,1
6,0.19,0.49,49,172,2.7,1
6,0.34,0.74,44,150,8.1,0
6,0.27,0.49,35,92,4.2,1
6,0.145,0.49,54,164,4.4,1
6,0.19,0.49,49,172,2.7,1
6,0.24,0.24,15,60,3.9,0
6,0.25,0.24,13,85,4.8,0
6,0.25,0.24,26,124,6,1
6,0.16,0.49,57,187,8.1,1
6,0.25,0.24,13,85,4.8,0
6,0.15,0.49,17,51,7,1
6,0.25,0.74,44,169,4.5,1
6,0.26,0.74,68,224,5.4,1
6,0.62,0.24,6,62,3.2,0
6,0.27,0.49,35,126,4.8,1
6,0.51,0.24,14,155,6,1
6,0.3,0.24,17,121,3.6,0
6,0.36,0.24,24,124,3.4,1
6,0.21,0.49,50,170,4.4,1
6,0.3,0.24,17,121,3.6,0
6,0.21,0.49,15,164,6.3,0
6,0.21,0.49,41,158,3.9,1
6,0.21,0.49,41,158,3.9,1
6,0.17,0.49,26,106,4.2,1
6,0.29,0.49,35,156,4.5,1
6,0.3,0.49,36,158,4.5,1
6,0.19,0.99,45,129,3.1,1
6,0.3,0.49,25,156,6.3,1
6,0.24,0.49,35,148,5.7,1
6,0.43,0.49,12,115,5.7,0
6,0.3,0.74,35,157,4.6,0
6,0.3,0.74,36,159,4.5,0
6,0.22,0.49,50,168,5,1
6,0.17,0.74,61,182,7.6,1
6,0.27,0.49,20,74,4.4,1
6,0.18,0.74,54,168,6.8,0
6,0.18,0.74,54,168,6.8,0
6,0.25,0.74,52,209,4.2,1
6,0.25,0.74,52,209,4.2,1
6,0.12,0.49,49,161,4.4,1
6,0.21,0.74,25,111,4.1,1
6,0.27,0.49,53,206,4.3,1
6,0.55,0.01,56,122,3,0
6,0.27,0.49,53,206,4.3,1
6,0.24,0.74,24,108,3.9,1
6,0.33,0.49,20,94,5,1
6,0.41,0.01,39,137,3.5,0
6,0.27,0.49,59,235,4.7,0
6,0.34,0.49,61,206,4,1
6,0.2,0.49,17,143,5.2,1
6,0.37,0.49,53,243,4.8,1
6,0.22,0.49,31,128,3.6,1
6,0.44,0.49,16,169,3.7,1
6,0.26,0.49,37,161,5.3,1
6,0.25,0.24,6,121,7,0
6,0.22,0.49,42,151,5.2,1
6,0.22,0.49,42,151,5.2,1
6,0.26,0.49,39,166,5.2,0
6,0.42,0.74,48,209,5.8,1
6,0.46,0.49,19,184,3.8,0
6,0.31,0.49,52,220,4.5,0
6,0.325,0.49,53,217,4,0
6,0.27,0.49,62,217,4.5,1
6,0.26,0.49,54,191,4,1
6,0.21,0.49,30,114,4.2,1
6,0.13,0.37,48,114,5.1,1
6,0.26,0.31,41,168,3.8,0
6,0.27,0.31,35,163,3.8,0
6,0.22,0.29,82,188,4.4,1
6,0.27,0.32,65,224,4.7,0
6,0.3,0.2,42,170,4.5,1
6,0.35,0.2,18,117,4.3,0
6,0.31,0.3,49,212,5.5,1
6,0.25,0.26,118.5,216,6.3,0
6,0.265,0.22,54,198,4.1,0
6,0.18,0.3,39,190,3.7,1
6,0.26,0.29,35,175,4.3,1
6,0.26,0.3,25,121,6.1,1
6,0.27,0.19,6,114,3.5,0
6,0.33,0.42,27,151,4.4,0
6,0.31,0.42,25,148,4.5,0
6,0.25,0.31,32,127,4.7,1
6,0.24,0.22,38,157,5.5,1
6,0.26,0.29,48,179,4,0
6,0.22,0.3,50,180,3.9,0
6,0.34,0.27,23,136,4.9,1
6,0.3,0.24,35,116,4.8,0
6,0.18,0.34,43,148,5.9,1
6,0.27,0.32,19,142,4.3,1
6,0.18,0.34,43,148,5.9,1
6,0.17,0.22,55,152,3.7,1
6,0.3,0.24,35,116,4.8,0
6,0.545,0.04,48,111,3.2,0
6,0.16,0.3,50,185,3.8,1
6,0.22,0.23,15,104,4.2,0
6,0.16,0.3,50,185,3.8,1
6,0.37,0.47,23,150,4.5,1
6,0.25,0.23,47,142,3.5,1
6,0.22,0.58,52,136,3,0
6,0.34,0.31,46,238,4.8,0
6,0.17,0.27,45,135,4.3,1
6,0.16,0.28,40,153,5.1,1
6,0.255,0.44,53,197,5.4,1
6,0.16,0.28,33,93,4.3,1
6,0.25,0.23,47,142,3.5,1
6,0.27,0.25,54,202,4.3,0
6,0.29,0.23,56,215,4.4,0
6,0.62,0.2,81,224,4.4,0
6,0.28,0.19,67,181,3.5,1
6,0.17,0.27,20,98,4.2,1
6,0.27,0.25,54,202,4.3,0
6,0.29,0.23,56,215,4.4,0
6,0.32,0.26,56,209,4.5,0
6,0.37,0.07,58,144,3.8,0
6,0.18,0.26,40,141,7.2,1
6,0.19,0.28,33,99,4,1
6,0.25,0.35,42,163,4.7,0
6,0.18,0.26,40,141,7.2,1
6,0.15,0.36,43,150,6.9,1
6,0.15,0.36,43,150,6.9,1
6,0.32,0.37,13,200,4.4,0
6,0.24,0.29,54,127,4.6,1
6,0.33,0.24,25,117,5,0
6,0.37,0.24,23,120,5.4,0
6,0.37,0.41,22,149,4.7,1
6,0.25,0.27,37,128,3.4,1
6,0.23,0.29,56,173,4.1,1
6,0.26,0.21,35,162,5.8,1
6,0.23,0.29,56,173,4.1,1
6,0.26,0.21,35,162,5.8,1
6,0.36,0.21,39,184,4.1,1
6,0.3,0.35,10,164,5.3,1
6,0.27,0.3,34,131,5,1
6,0.26,0.29,27,96,4.4,1
6,0.33,0.28,38,131,4.1,1
6,0.3,0.35,10,164,5.3,1
6,0.32,0.12,35,165,3.2,0
6,0.32,0.12,35,165,3.2,0
6,0.21,0.3,43,160,4.1,1
6,0.34,0.36,53,247,5.5,1
6,0.18,0.33,24,164,5.1,0
6,0.34,0.46,21,94,6.2,1
6,0.34,0.46,21,94,6.2,1
6,0.18,0.31,36,127,6.7,1
6,0.24,0.35,44,172,5.5,1
6,0.18,0.19,57,161,6.6,1
6,0.28,0.3,57,202,3.9,0
6,0.37,0.28,34,137,3.7,1
6,0.19,0.21,35,163,5,1
6,0.31,0.38,16,165,6,0
6,0.22,0.32,34,124,3.9,0
6,0.24,0.31,40,142,4.1,0
6,0.24,0.31,40,142,4.1,0
6,0.35,0.44,31,161,4.4,0
6,0.44,0.31,41,104,6.2,1
6,0.28,0.35,16,120,6.9,0
6,0.25,0.36,54,180,4.2,0
6,0.43,0.3,27,135,3.7,1
6,0.25,0.36,54,180,4.2,0
6,0.35,0.29,54,177,5.8,1
6,0.2,0.58,15,97,4.3,1
6,0.22,0.57,14,96,4.3,1
6,0.28,0.36,25,87,6.6,1
6,0.31,0.32,35,143,3.8,0
6,0.31,0.32,35,143,3.8,0
6,0.25,0.44,48,195,5.2,0
6,0.45,0.42,61,197,4,0
6,0.22,0.32,57,158,4.3,1
6,0.31,0.44,29,160,4.4,0
6,0.29,0.28,66,169,5.7,0
6,0.31,0.42,50,173,4.6,0
6,0.27,0.28,50,163,3.8,1
6,0.41,0.3,49,164,7.9,1
6,0.41,0.3,49,164,7.9,1
6,0.27,0.35,76,197,4.3,1
6,0.28,0.37,35,208,5.5,0
6,0.43,0.27,5,110,5.2,0
6,0.31,0.09,56,145,4.6,0
6,0.31,0.08,58,147,4.6,0
6,0.18,0.46,37,160,4.5,0
6,0.32,0.22,38,133,6.7,1
6,0.19,0.39,22,84,6.6,1
6,0.41,0.33,28,110,3.8,1
6,0.32,0.22,38,133,6.7,1
6,0.21,0.28,46,142,4.2,1
6,0.21,0.28,46,142,4.2,1
6,0.26,0.4,5,60,5.4,0
6,0.32,0.15,51,180,4.5,0
6,0.25,0.2,29,101,5.4,1
6,0.3,0.45,56,212,5.9,1
6,0.34,0.44,28,156,4.1,0
6,0.33,0.44,29,155,4.2,0
6,0.28,0.24,32,172,5.7,1
6,0.21,0.27,41,146,3.6,0
6,0.21,0.27,41,146,3.6,0
6,0.21,0.27,41,146,3.6,0
6,0.31,0.31,20,151,8.2,1
6,0.28,0.44,58,223,5.6,0
6,0.23,0.33,23,96,4,1
6,0.17,0.25,34,132,4.8,0
6,0.22,0.28,51,180,7.5,1
6,0.19,0.26,31,140,6.8,1
6,0.23,0.27,43,164,7.6,0
6,0.27,0.29,57,189,7.9,0
6,0.22,0.28,51,180,7.5,1
6,0.36,0.32,10,124,6.7,0
6,0.36,0.32,10,124,6.7,0
6,0.22,0.53,22,136,3.5,0
6,0.22,0.53,22,136,3.5,0
6,0.32,0.34,5,129,4,0
6,0.24,0.33,31,145,4,0
6,0.16,0.3,43,153,4.6,0
6,0.24,0.33,31,145,4,0
6,0.28,0.35,16,85,5.6,1
6,0.34,0.3,28,237,4.9,0
6,0.27,0.15,35,128,4.5,0
6,0.16,0.3,43,153,4.6,0
6,0.32,0.34,5,129,4,0
6,0.22,0.25,44,138,3.7,0
6,0.22,0.25,44,138,3.7,0
6,0.22,0.25,44,138,3.7,0
6,0.22,0.25,44,138,3.7,0
6,0.2,0.27,19,68,3.7,0
6,0.2,0.32,18,126,4.2,1
6,0.25,0.27,47,154,3.8,0
6,0.26,0.33,59,173,3.8,0
6,0.25,0.27,47,154,3.8,0
6,0.28,0.22,42,163,4.6,0
6,0.43,0.28,23,174,5.5,0
6,0.28,0.39,15,115,7.2,0
6,0.26,0.32,38,118,5.2,1
6,0.14,0.32,18,89,7.4,1
6,0.29,0.2,20,142,5.4,0
6,0.24,0.34,31,99,4.6,1
6,0.24,0.37,6,61,3.4,0
6,0.33,0.38,29,124,4.8,1
